127.0.0.1 - - [11/Jan/2017:10:23:35 +0530] "GET / HTTP/1.1" 404 1000
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:33:36 +0530] "GET /CollaborationBack/users/ HTTP/1.1" 200 361
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:33:49 +0530] "GET /CollaborationFrontEnd/ HTTP/1.1" 200 10425
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:33:49 +0530] "GET /CollaborationBack/users/ HTTP/1.1" 200 361
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:33:49 +0530] "GET /CollaborationBack/users/ HTTP/1.1" 200 361
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:35:33 +0530] "GET /CollaborationFrontEnd/ HTTP/1.1" 200 10425
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:35:33 +0530] "GET /CollaborationFrontEnd/image/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:35:33 +0530] "GET /CollaborationBack/users/ HTTP/1.1" 200 361
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:35:33 +0530] "GET /CollaborationBack/users/ HTTP/1.1" 200 361
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:35:50 +0530] "GET /CollaborationFrontEnd/ HTTP/1.1" 200 10426
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:35:50 +0530] "GET /CollaborationBack/users/ HTTP/1.1" 200 361
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:35:50 +0530] "GET /CollaborationBack/users/ HTTP/1.1" 200 361
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:36:16 +0530] "GET /CollaborationFrontEnd/ HTTP/1.1" 200 10426
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:36:16 +0530] "GET /CollaborationBack/users/ HTTP/1.1" 200 361
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:36:16 +0530] "GET /CollaborationBack/users/ HTTP/1.1" 200 361
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:41:42 +0530] "GET /CollaborationFrontEnd/ HTTP/1.1" 200 10426
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:41:42 +0530] "GET /CollaborationFrontEnd/image/logo.jpg HTTP/1.1" 200 12817
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:41:42 +0530] "GET /CollaborationBack/users/ HTTP/1.1" 200 361
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:41:42 +0530] "GET /CollaborationBack/users/ HTTP/1.1" 200 361
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:41:43 +0530] "GET /CollaborationFrontEnd/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:41:43 +0530] "GET /CollaborationBack/users/ HTTP/1.1" 200 361
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:41:43 +0530] "GET /CollaborationBack/users/ HTTP/1.1" 200 361
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:41:44 +0530] "GET /CollaborationFrontEnd/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:41:44 +0530] "GET /CollaborationBack/users/ HTTP/1.1" 200 361
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:41:44 +0530] "GET /CollaborationBack/users/ HTTP/1.1" 200 361
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:41:44 +0530] "GET /CollaborationFrontEnd/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:41:44 +0530] "GET /CollaborationBack/users/ HTTP/1.1" 200 361
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:41:44 +0530] "GET /CollaborationBack/users/ HTTP/1.1" 200 361
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:41:44 +0530] "GET /CollaborationFrontEnd/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:41:45 +0530] "GET /CollaborationBack/users/ HTTP/1.1" 200 361
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:41:45 +0530] "GET /CollaborationBack/users/ HTTP/1.1" 200 361
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:41:45 +0530] "GET /CollaborationFrontEnd/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:41:45 +0530] "GET /CollaborationBack/users/ HTTP/1.1" 200 361
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:41:45 +0530] "GET /CollaborationBack/users/ HTTP/1.1" 200 361
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:42:10 +0530] "GET /CollaborationFrontEnd/ HTTP/1.1" 200 10426
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:42:10 +0530] "GET /CollaborationFrontEnd/image/logo.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:42:10 +0530] "GET /CollaborationBack/users/ HTTP/1.1" 200 361
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:42:10 +0530] "GET /CollaborationBack/users/ HTTP/1.1" 200 361
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:42:11 +0530] "GET /CollaborationFrontEnd/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:42:11 +0530] "GET /CollaborationBack/users/ HTTP/1.1" 200 361
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:42:11 +0530] "GET /CollaborationBack/users/ HTTP/1.1" 200 361
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:42:14 +0530] "GET /CollaborationFrontEnd/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:42:14 +0530] "GET /CollaborationBack/users/ HTTP/1.1" 200 361
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:42:14 +0530] "GET /CollaborationBack/users/ HTTP/1.1" 200 361
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:42:14 +0530] "GET /CollaborationFrontEnd/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:42:14 +0530] "GET /CollaborationBack/users/ HTTP/1.1" 200 361
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:42:14 +0530] "GET /CollaborationBack/users/ HTTP/1.1" 200 361
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:42:15 +0530] "GET /CollaborationFrontEnd/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:42:15 +0530] "GET /CollaborationBack/users/ HTTP/1.1" 200 361
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:42:15 +0530] "GET /CollaborationBack/users/ HTTP/1.1" 200 361
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:42:28 +0530] "GET /CollaborationFrontEnd/image/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:42:29 +0530] "GET /CollaborationFrontEnd/ HTTP/1.1" 200 10426
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:42:30 +0530] "GET /CollaborationFrontEnd/css/normalize.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:42:30 +0530] "GET /CollaborationFrontEnd/fonts/font-awesome-4.2.0/css/font-awesome.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:42:30 +0530] "GET /CollaborationFrontEnd/css/demo.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:42:30 +0530] "GET /CollaborationFrontEnd/css/set2.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:42:30 +0530] "GET /CollaborationFrontEnd/app.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:42:30 +0530] "GET /CollaborationFrontEnd/user/UserController.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:42:30 +0530] "GET /CollaborationFrontEnd/user/UserService.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:42:30 +0530] "GET /CollaborationFrontEnd/user/AuthenticationService.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:42:30 +0530] "GET /CollaborationFrontEnd/user/LoginController.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:42:30 +0530] "GET /CollaborationFrontEnd/user/FlashService.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:42:30 +0530] "GET /CollaborationFrontEnd/c_blog/BlogController.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:42:30 +0530] "GET /CollaborationFrontEnd/c_blog/BlogService.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:42:31 +0530] "GET /CollaborationFrontEnd/forum/ForumController.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:42:31 +0530] "GET /CollaborationFrontEnd/forum/ForumService.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:42:31 +0530] "GET /CollaborationFrontEnd/jobs/JobController.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:42:31 +0530] "GET /CollaborationFrontEnd/jobs/JobService.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:42:31 +0530] "GET /CollaborationFrontEnd/image/logo.jpg HTTP/1.1" 200 12817
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:42:31 +0530] "GET /CollaborationBack/users/ HTTP/1.1" 200 361
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:42:31 +0530] "GET /CollaborationFrontEnd/user/login.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:42:31 +0530] "GET /CollaborationBack/users/ HTTP/1.1" 200 361
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:42:32 +0530] "GET /CollaborationFrontEnd/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:42:33 +0530] "GET /CollaborationFrontEnd/css/normalize.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:42:33 +0530] "GET /CollaborationFrontEnd/fonts/font-awesome-4.2.0/css/font-awesome.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:42:33 +0530] "GET /CollaborationFrontEnd/css/demo.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:42:33 +0530] "GET /CollaborationFrontEnd/css/set2.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:42:33 +0530] "GET /CollaborationFrontEnd/app.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:42:33 +0530] "GET /CollaborationFrontEnd/user/UserController.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:42:33 +0530] "GET /CollaborationFrontEnd/user/UserService.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:42:33 +0530] "GET /CollaborationFrontEnd/user/AuthenticationService.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:42:33 +0530] "GET /CollaborationFrontEnd/user/LoginController.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:42:33 +0530] "GET /CollaborationFrontEnd/user/FlashService.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:42:33 +0530] "GET /CollaborationFrontEnd/c_blog/BlogController.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:42:33 +0530] "GET /CollaborationFrontEnd/c_blog/BlogService.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:42:33 +0530] "GET /CollaborationFrontEnd/forum/ForumController.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:42:33 +0530] "GET /CollaborationFrontEnd/forum/ForumService.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:42:33 +0530] "GET /CollaborationFrontEnd/jobs/JobController.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:42:33 +0530] "GET /CollaborationFrontEnd/jobs/JobService.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:42:33 +0530] "GET /CollaborationFrontEnd/image/logo.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:42:33 +0530] "GET /CollaborationBack/users/ HTTP/1.1" 200 361
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:42:33 +0530] "GET /CollaborationFrontEnd/user/login.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:42:33 +0530] "GET /CollaborationBack/users/ HTTP/1.1" 200 361
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:42:51 +0530] "GET /CollaborationFrontEnd/ HTTP/1.1" 200 10426
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:42:51 +0530] "GET /CollaborationFrontEnd/css/normalize.css HTTP/1.1" 200 2376
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:42:51 +0530] "GET /CollaborationFrontEnd/css/set2.css HTTP/1.1" 200 2667
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:42:51 +0530] "GET /CollaborationFrontEnd/app.js HTTP/1.1" 200 3580
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:42:51 +0530] "GET /CollaborationFrontEnd/user/UserController.js HTTP/1.1" 200 2715
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:42:51 +0530] "GET /CollaborationFrontEnd/fonts/font-awesome-4.2.0/css/font-awesome.min.css HTTP/1.1" 200 21984
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:42:51 +0530] "GET /CollaborationFrontEnd/user/UserService.js HTTP/1.1" 200 2719
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:42:51 +0530] "GET /CollaborationFrontEnd/user/AuthenticationService.js HTTP/1.1" 200 5363
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:42:51 +0530] "GET /CollaborationFrontEnd/css/demo.css HTTP/1.1" 200 319
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:42:51 +0530] "GET /CollaborationFrontEnd/forum/ForumService.js HTTP/1.1" 200 2252
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:42:51 +0530] "GET /CollaborationFrontEnd/user/LoginController.js HTTP/1.1" 200 1050
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:42:51 +0530] "GET /CollaborationFrontEnd/c_blog/BlogService.js HTTP/1.1" 200 2234
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:42:51 +0530] "GET /CollaborationFrontEnd/c_blog/BlogController.js HTTP/1.1" 200 2888
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:42:51 +0530] "GET /CollaborationFrontEnd/forum/ForumController.js HTTP/1.1" 200 2185
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:42:51 +0530] "GET /CollaborationFrontEnd/user/FlashService.js HTTP/1.1" 200 1513
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:42:51 +0530] "GET /CollaborationFrontEnd/jobs/JobService.js HTTP/1.1" 200 2212
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:42:51 +0530] "GET /CollaborationFrontEnd/jobs/JobController.js HTTP/1.1" 200 2504
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:42:52 +0530] "GET /CollaborationFrontEnd/image/logo.jpg HTTP/1.1" 200 12817
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:42:52 +0530] "GET /CollaborationFrontEnd/user/login.html HTTP/1.1" 200 4018
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:42:52 +0530] "GET /CollaborationBack/users/ HTTP/1.1" 200 361
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:42:52 +0530] "GET /CollaborationFrontEnd/js/classie.js HTTP/1.1" 200 1915
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:42:52 +0530] "GET /CollaborationBack/users/ HTTP/1.1" 200 361
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:42:55 +0530] "GET /CollaborationFrontEnd/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:42:55 +0530] "GET /CollaborationBack/users/ HTTP/1.1" 200 361
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:42:55 +0530] "GET /CollaborationBack/users/ HTTP/1.1" 200 361
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:42:55 +0530] "GET /CollaborationFrontEnd/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:42:56 +0530] "GET /CollaborationBack/users/ HTTP/1.1" 200 361
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:42:56 +0530] "GET /CollaborationBack/users/ HTTP/1.1" 200 361
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:43:33 +0530] "GET /CollaborationFrontEnd/ HTTP/1.1" 200 10426
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:43:33 +0530] "GET /CollaborationFrontEnd/image/logo.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:43:33 +0530] "GET /CollaborationBack/users/ HTTP/1.1" 200 361
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:43:33 +0530] "GET /CollaborationBack/users/ HTTP/1.1" 200 361
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:43:36 +0530] "GET /CollaborationFrontEnd/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:43:36 +0530] "GET /CollaborationBack/users/ HTTP/1.1" 200 361
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:43:36 +0530] "GET /CollaborationBack/users/ HTTP/1.1" 200 361
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:43:52 +0530] "GET /CollaborationFrontEnd/ HTTP/1.1" 200 10426
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:43:52 +0530] "GET /CollaborationFrontEnd/image/logo.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:43:52 +0530] "GET /CollaborationBack/users/ HTTP/1.1" 200 361
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:43:52 +0530] "GET /CollaborationBack/users/ HTTP/1.1" 200 361
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:44:09 +0530] "GET /CollaborationFrontEnd/ HTTP/1.1" 200 10426
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:44:09 +0530] "GET /CollaborationBack/users/ HTTP/1.1" 200 361
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:44:09 +0530] "GET /CollaborationBack/users/ HTTP/1.1" 200 361
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:44:11 +0530] "GET /CollaborationFrontEnd/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:44:11 +0530] "GET /CollaborationFrontEnd/image/logo.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:44:11 +0530] "GET /CollaborationBack/users/ HTTP/1.1" 200 361
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:44:11 +0530] "GET /CollaborationBack/users/ HTTP/1.1" 200 361
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:45:01 +0530] "GET /CollaborationFrontEnd/ HTTP/1.1" 200 10426
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:45:01 +0530] "GET /CollaborationFrontEnd/image/logo.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:45:02 +0530] "GET /CollaborationBack/users/ HTTP/1.1" 200 361
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:45:02 +0530] "GET /CollaborationBack/users/ HTTP/1.1" 200 361
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:46:52 +0530] "GET /CollaborationFrontEnd/ HTTP/1.1" 200 10464
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:46:52 +0530] "GET /CollaborationFrontEnd/image/logo.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:46:52 +0530] "GET /CollaborationBack/users/ HTTP/1.1" 200 361
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:46:52 +0530] "GET /CollaborationBack/users/ HTTP/1.1" 200 361
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:46:53 +0530] "GET /CollaborationFrontEnd/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:46:53 +0530] "GET /CollaborationBack/users/ HTTP/1.1" 200 361
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:46:53 +0530] "GET /CollaborationBack/users/ HTTP/1.1" 200 361
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:46:53 +0530] "GET /CollaborationFrontEnd/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:46:54 +0530] "GET /CollaborationBack/users/ HTTP/1.1" 200 361
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:46:54 +0530] "GET /CollaborationBack/users/ HTTP/1.1" 200 361
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:46:54 +0530] "GET /CollaborationFrontEnd/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:46:54 +0530] "GET /CollaborationBack/users/ HTTP/1.1" 200 361
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:46:54 +0530] "GET /CollaborationBack/users/ HTTP/1.1" 200 361
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:47:25 +0530] "GET /CollaborationFrontEnd/ HTTP/1.1" 200 10463
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:47:25 +0530] "GET /CollaborationBack/users/ HTTP/1.1" 200 361
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:47:25 +0530] "GET /CollaborationBack/users/ HTTP/1.1" 200 361
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:47:25 +0530] "GET /CollaborationFrontEnd/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:47:25 +0530] "GET /CollaborationBack/users/ HTTP/1.1" 200 361
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:47:25 +0530] "GET /CollaborationBack/users/ HTTP/1.1" 200 361
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:47:26 +0530] "GET /CollaborationFrontEnd/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:47:26 +0530] "GET /CollaborationBack/users/ HTTP/1.1" 200 361
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:47:26 +0530] "GET /CollaborationBack/users/ HTTP/1.1" 200 361
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:47:26 +0530] "GET /CollaborationFrontEnd/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:47:27 +0530] "GET /CollaborationBack/users/ HTTP/1.1" 200 361
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:47:27 +0530] "GET /CollaborationBack/users/ HTTP/1.1" 200 361
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:47:27 +0530] "GET /CollaborationFrontEnd/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:47:27 +0530] "GET /CollaborationBack/users/ HTTP/1.1" 200 361
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:47:27 +0530] "GET /CollaborationBack/users/ HTTP/1.1" 200 361
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:47:52 +0530] "GET /CollaborationFrontEnd/ HTTP/1.1" 200 10463
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:47:52 +0530] "GET /CollaborationFrontEnd/image/logo.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:47:52 +0530] "GET /CollaborationBack/users/ HTTP/1.1" 200 361
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:47:53 +0530] "GET /CollaborationBack/users/ HTTP/1.1" 200 361
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:47:53 +0530] "GET /CollaborationFrontEnd/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:47:54 +0530] "GET /CollaborationBack/users/ HTTP/1.1" 200 361
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:47:54 +0530] "GET /CollaborationBack/users/ HTTP/1.1" 200 361
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:47:54 +0530] "GET /CollaborationFrontEnd/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:47:54 +0530] "GET /CollaborationBack/users/ HTTP/1.1" 200 361
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:47:54 +0530] "GET /CollaborationBack/users/ HTTP/1.1" 200 361
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:47:55 +0530] "GET /CollaborationFrontEnd/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:47:55 +0530] "GET /CollaborationBack/users/ HTTP/1.1" 200 361
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:47:55 +0530] "GET /CollaborationBack/users/ HTTP/1.1" 200 361
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:48:06 +0530] "GET /CollaborationFrontEnd/ HTTP/1.1" 200 10463
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:48:07 +0530] "GET /CollaborationBack/users/ HTTP/1.1" 200 361
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:48:07 +0530] "GET /CollaborationBack/users/ HTTP/1.1" 200 361
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:48:07 +0530] "GET /CollaborationFrontEnd/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:48:08 +0530] "GET /CollaborationBack/users/ HTTP/1.1" 200 361
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:48:08 +0530] "GET /CollaborationBack/users/ HTTP/1.1" 200 361
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:48:21 +0530] "GET /CollaborationFrontEnd/ HTTP/1.1" 200 10463
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:48:22 +0530] "GET /CollaborationBack/users/ HTTP/1.1" 200 361
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:48:22 +0530] "GET /CollaborationBack/users/ HTTP/1.1" 200 361
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:48:23 +0530] "GET /CollaborationFrontEnd/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:48:23 +0530] "GET /CollaborationBack/users/ HTTP/1.1" 200 361
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:48:23 +0530] "GET /CollaborationBack/users/ HTTP/1.1" 200 361
0:0:0:0:0:0:0:1 - - [11/Jan/2017:10:48:48 +0530] "GET /CollaborationFrontEnd/ HTTP/1.1" 200 10463
